ID_Cliente,Idade,Grau_escolaridade,Estado_civil,Tamanho_familia,Categoria_de_renda,Ocupacao,Anos_empregado,Rendimento_anual,Tem_carro,Moradia,Faixa_etaria,Potencial_investimento,Rendimento_mensal
5018450,43,Ensino superior,Casado,3,Associado comercial,Vendas,3,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5018451,43,Ensino superior,Casado,3,Associado comercial,Vendas,3,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5018452,43,Ensino superior,Casado,3,Associado comercial,Vendas,3,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5018492,44,Ensino superior,Casado,3,Empregado,Gerência,12,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5018493,44,Ensino superior,Casado,3,Empregado,Gerência,12,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5018495,44,Ensino superior,Casado,3,Empregado,Gerência,12,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5021718,48,Ensino médio,Casado,3,Empregado,Outro,1,630000.0,1,Casa/apartamento próprio,35-50,Alto,52500.0
5021719,48,Ensino médio,Casado,3,Empregado,Outro,1,630000.0,1,Casa/apartamento próprio,35-50,Alto,52500.0
5021720,48,Ensino médio,Casado,3,Empregado,Outro,1,630000.0,1,Casa/apartamento próprio,35-50,Alto,52500.0
5021721,48,Ensino médio,Casado,3,Empregado,Outro,1,630000.0,1,Casa/apartamento próprio,35-50,Alto,52500.0
5021722,48,Ensino médio,Casado,3,Empregado,Outro,1,630000.0,1,Casa/apartamento próprio,35-50,Alto,52500.0
5021723,48,Ensino médio,Casado,3,Empregado,Outro,1,630000.0,1,Casa/apartamento próprio,35-50,Alto,52500.0
5021724,48,Ensino médio,Casado,3,Empregado,Outro,1,630000.0,1,Casa/apartamento próprio,35-50,Alto,52500.0
5021725,48,Ensino médio,Casado,3,Empregado,Outro,1,630000.0,1,Casa/apartamento próprio,35-50,Alto,52500.0
5021726,48,Ensino médio,Casado,3,Empregado,Outro,1,630000.0,1,Casa/apartamento próprio,35-50,Alto,52500.0
5021727,48,Ensino médio,Casado,3,Empregado,Outro,1,630000.0,1,Casa/apartamento próprio,35-50,Alto,52500.0
5021728,48,Ensino médio,Casado,3,Empregado,Outro,1,630000.0,1,Casa/apartamento próprio,35-50,Alto,52500.0
5022504,45,Ensino superior,Casado,3,Associado comercial,Gerência,6,720000.0,0,Casa/apartamento próprio,35-50,Alto,60000.0
5022505,45,Ensino superior,Casado,3,Associado comercial,Gerência,6,720000.0,0,Casa/apartamento próprio,35-50,Alto,60000.0
5022506,45,Ensino superior,Casado,3,Associado comercial,Gerência,6,720000.0,0,Casa/apartamento próprio,35-50,Alto,60000.0
5024212,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024213,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024214,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024215,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024220,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024222,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024226,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024227,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024228,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024229,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024230,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5794820,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024254,47,Ensino superior,Casado,3,Empregado,Gerência,12,630000.0,0,Casa/apartamento próprio,35-50,Alto,52500.0
5024344,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024345,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024346,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024347,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024348,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024349,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024350,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024351,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024352,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024353,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5025066,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872654,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872655,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872657,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872658,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872659,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872660,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872661,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5025080,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872505,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872506,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872507,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872508,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872509,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872510,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872511,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872512,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872513,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872514,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5025201,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5580932,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5580933,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5580934,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5580935,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5580936,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5580937,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5026158,36,Ensino superior,Divorciado,1,Empregado,Contabilidade,10,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5026159,36,Ensino superior,Divorciado,1,Empregado,Contabilidade,10,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5026160,36,Ensino superior,Divorciado,1,Empregado,Contabilidade,10,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5026161,36,Ensino superior,Divorciado,1,Empregado,Contabilidade,10,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5026162,36,Ensino superior,Divorciado,1,Empregado,Contabilidade,10,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5029051,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029052,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029053,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029054,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029056,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029057,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029058,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029059,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029060,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029061,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029062,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
6630229,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5033538,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5033539,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
6196248,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
6196249,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
6196250,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
6196251,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
6196252,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5033679,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
5033680,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
5409425,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
5409426,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
5409427,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
5409430,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
5409431,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
5409432,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
5033739,43,Ensino médio,Casado,3,Empregado,Construção Civil,6,810000.0,1,Casa/apartamento próprio,35-50,Alto,67500.0
5033740,43,Ensino médio,Casado,3,Empregado,Construção Civil,6,810000.0,1,Casa/apartamento próprio,35-50,Alto,67500.0
6015015,43,Ensino médio,Casado,3,Empregado,Construção Civil,6,810000.0,1,Casa/apartamento próprio,35-50,Alto,67500.0
5036125,36,Ensino superior,Casado,3,Associado comercial,Gerência,11,616500.0,0,Casa/apartamento próprio,35-50,Alto,51375.0
5036126,36,Ensino superior,Casado,3,Associado comercial,Gerência,11,616500.0,0,Casa/apartamento próprio,35-50,Alto,51375.0
5036127,36,Ensino superior,Casado,3,Associado comercial,Gerência,11,616500.0,0,Casa/apartamento próprio,35-50,Alto,51375.0
5036128,36,Ensino superior,Casado,3,Associado comercial,Gerência,11,616500.0,0,Casa/apartamento próprio,35-50,Alto,51375.0
5036129,36,Ensino superior,Casado,3,Associado comercial,Gerência,11,616500.0,0,Casa/apartamento próprio,35-50,Alto,51375.0
5036130,36,Ensino superior,Casado,3,Associado comercial,Gerência,11,616500.0,0,Casa/apartamento próprio,35-50,Alto,51375.0
5036131,36,Ensino superior,Casado,3,Associado comercial,Gerência,11,616500.0,0,Casa/apartamento próprio,35-50,Alto,51375.0
5036132,36,Ensino superior,Casado,3,Associado comercial,Gerência,11,616500.0,0,Casa/apartamento próprio,35-50,Alto,51375.0
5036134,49,Ensino superior,Casado,2,Associado comercial,Gerência,6,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5036135,49,Ensino superior,Casado,2,Associado comercial,Gerência,6,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5036498,39,Ensino superior incompleto,Casado,2,Associado comercial,Gerência,3,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5439116,39,Ensino superior incompleto,Casado,2,Associado comercial,Gerência,3,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5439118,39,Ensino superior incompleto,Casado,2,Associado comercial,Gerência,3,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5439119,39,Ensino superior incompleto,Casado,2,Associado comercial,Gerência,3,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5439120,39,Ensino superior incompleto,Casado,2,Associado comercial,Gerência,3,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5439121,39,Ensino superior incompleto,Casado,2,Associado comercial,Gerência,3,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5439122,39,Ensino superior incompleto,Casado,2,Associado comercial,Gerência,3,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5036745,41,Ensino superior,Solteiro,1,Associado comercial,Outro,6,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5146233,41,Ensino superior,Solteiro,1,Associado comercial,Outro,6,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5045054,38,Ensino médio,Casado,4,Servidor público,Motorista,18,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5045055,38,Ensino médio,Casado,4,Servidor público,Motorista,18,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5045056,38,Ensino médio,Casado,4,Servidor público,Motorista,18,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5045057,38,Ensino médio,Casado,4,Servidor público,Motorista,18,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5045058,38,Ensino médio,Casado,4,Servidor público,Motorista,18,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5045059,38,Ensino médio,Casado,4,Servidor público,Motorista,18,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5045060,38,Ensino médio,Casado,4,Servidor público,Motorista,18,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5045061,38,Ensino médio,Casado,4,Servidor público,Motorista,18,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5045062,38,Ensino médio,Casado,4,Servidor público,Motorista,18,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5045063,38,Ensino médio,Casado,4,Servidor público,Motorista,18,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5045064,38,Ensino médio,Casado,4,Servidor público,Motorista,18,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5045065,38,Ensino médio,Casado,4,Servidor público,Motorista,18,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5048502,41,Ensino superior,Viúvo,1,Servidor público,Equipe principal,14,720000.0,1,Casa/apartamento próprio,35-50,Alto,60000.0
5048503,41,Ensino superior,Viúvo,1,Servidor público,Equipe principal,14,720000.0,1,Casa/apartamento próprio,35-50,Alto,60000.0
5048505,41,Ensino superior,Viúvo,1,Servidor público,Equipe principal,14,720000.0,1,Casa/apartamento próprio,35-50,Alto,60000.0
5048506,41,Ensino superior,Viúvo,1,Servidor público,Equipe principal,14,720000.0,1,Casa/apartamento próprio,35-50,Alto,60000.0
5048507,41,Ensino superior,Viúvo,1,Servidor público,Equipe principal,14,720000.0,1,Casa/apartamento próprio,35-50,Alto,60000.0
5048511,41,Ensino superior,Viúvo,1,Servidor público,Equipe principal,14,720000.0,1,Casa/apartamento próprio,35-50,Alto,60000.0
5050567,46,Ensino médio,Casado,3,Empregado,Gerência,12,675000.0,1,Habitação pública ,35-50,Alto,56250.0
5050568,46,Ensino médio,Casado,3,Empregado,Gerência,12,675000.0,1,Habitação pública ,35-50,Alto,56250.0
5050569,46,Ensino médio,Casado,3,Empregado,Gerência,12,675000.0,1,Habitação pública ,35-50,Alto,56250.0
5051025,47,Ensino superior,Casado,2,Associado comercial,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5051026,47,Ensino superior,Casado,2,Associado comercial,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5051027,47,Ensino superior,Casado,2,Associado comercial,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5051028,47,Ensino superior,Casado,2,Associado comercial,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5051029,47,Ensino superior,Casado,2,Associado comercial,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5051030,47,Ensino superior,Casado,2,Associado comercial,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5051031,47,Ensino superior,Casado,2,Associado comercial,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5051032,47,Ensino superior,Casado,2,Associado comercial,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5297100,47,Ensino superior,Casado,2,Associado comercial,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5051212,37,Ensino superior,Casado,2,Associado comercial,TI,14,540000.0,1,Mora com os pais,35-50,Alto,45000.0
5051213,47,Ensino superior,Casado,2,Associado comercial,Gerência,16,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5051214,47,Ensino superior,Casado,2,Associado comercial,Gerência,16,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5051216,47,Ensino superior,Casado,2,Associado comercial,Gerência,16,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5051217,47,Ensino superior,Casado,2,Associado comercial,Gerência,16,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5051219,47,Ensino superior,Casado,2,Associado comercial,Gerência,16,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5051220,47,Ensino superior,Casado,2,Associado comercial,Gerência,16,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5066388,43,Ensino superior,Casado,3,Associado comercial,Outro,4,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5066390,43,Ensino superior,Casado,3,Associado comercial,Outro,4,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5066391,43,Ensino superior,Casado,3,Associado comercial,Outro,4,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5066394,43,Ensino superior,Casado,3,Associado comercial,Outro,4,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
5066398,43,Ensino superior,Casado,3,Associado comercial,Outro,4,675000.0,0,Casa/apartamento próprio,35-50,Alto,56250.0
