ID_Cliente,Idade,Grau_escolaridade,Estado_civil,Tamanho_familia,Categoria_de_renda,Ocupacao,Anos_empregado,Rendimento_anual,Tem_carro,Moradia,Faixa_etaria,Potencial_investimento,Rendimento_mensal
6790426,51,Ensino médio,Casado,2,Associado comercial,Gerência,3,540000.0,0,Casa/apartamento próprio,50 >,Alto,45000.0
6790427,51,Ensino médio,Casado,2,Associado comercial,Gerência,3,540000.0,0,Casa/apartamento próprio,50 >,Alto,45000.0
6790428,51,Ensino médio,Casado,2,Associado comercial,Gerência,3,540000.0,0,Casa/apartamento próprio,50 >,Alto,45000.0
6790431,51,Ensino médio,Casado,2,Associado comercial,Gerência,3,540000.0,0,Casa/apartamento próprio,50 >,Alto,45000.0
6790432,51,Ensino médio,Casado,2,Associado comercial,Gerência,3,540000.0,0,Casa/apartamento próprio,50 >,Alto,45000.0
6790434,51,Ensino médio,Casado,2,Associado comercial,Gerência,3,540000.0,0,Casa/apartamento próprio,50 >,Alto,45000.0
6790436,51,Ensino médio,Casado,2,Associado comercial,Gerência,3,540000.0,0,Casa/apartamento próprio,50 >,Alto,45000.0
6790437,51,Ensino médio,Casado,2,Associado comercial,Gerência,3,540000.0,0,Casa/apartamento próprio,50 >,Alto,45000.0
5024212,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024213,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024214,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024215,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024220,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024222,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024226,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024227,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024228,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024229,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024230,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5794820,42,Ensino superior,Casado,2,Associado comercial,Outro,0,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5024254,47,Ensino superior,Casado,3,Empregado,Gerência,12,630000.0,0,Casa/apartamento próprio,35-50,Alto,52500.0
5024344,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024345,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024346,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024347,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024348,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024349,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024350,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024351,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024352,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024353,45,Ensino médio,Casado,2,Associado comercial,Motorista,4,585000.0,1,Mora com os pais,35-50,Alto,48750.0
5024598,60,Ensino médio,Solteiro,1,Pensionista,Outro,0,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5024599,60,Ensino médio,Solteiro,1,Pensionista,Outro,0,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5024600,60,Ensino médio,Solteiro,1,Pensionista,Outro,0,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5024604,60,Ensino médio,Solteiro,1,Pensionista,Outro,0,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5024605,60,Ensino médio,Solteiro,1,Pensionista,Outro,0,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5025196,60,Ensino médio,Solteiro,1,Pensionista,Outro,0,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5024870,63,Ensino superior,Divorciado,1,Associado comercial,Gerência,0,720000.0,1,Casa/apartamento próprio,50 >,Alto,60000.0
5859779,63,Ensino superior,Divorciado,1,Associado comercial,Gerência,0,720000.0,1,Casa/apartamento próprio,50 >,Alto,60000.0
6071324,63,Ensino superior,Divorciado,1,Associado comercial,Gerência,0,720000.0,1,Casa/apartamento próprio,50 >,Alto,60000.0
6071325,63,Ensino superior,Divorciado,1,Associado comercial,Gerência,0,720000.0,1,Casa/apartamento próprio,50 >,Alto,60000.0
6071326,63,Ensino superior,Divorciado,1,Associado comercial,Gerência,0,720000.0,1,Casa/apartamento próprio,50 >,Alto,60000.0
6071327,63,Ensino superior,Divorciado,1,Associado comercial,Gerência,0,720000.0,1,Casa/apartamento próprio,50 >,Alto,60000.0
5025066,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872654,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872655,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872657,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872658,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872659,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872660,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5872661,41,Ensino superior,Casado,4,Servidor público,Gerência,21,531000.0,1,Casa/apartamento próprio,35-50,Alto,44250.0
5025080,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872505,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872506,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872507,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872508,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872509,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872510,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872511,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872512,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872513,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5872514,43,Ensino superior,Divorciado,1,Associado comercial,Equipe principal,17,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5025201,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5580932,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5580933,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5580934,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5580935,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5580936,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5580937,43,Ensino médio,Casado,2,Associado comercial,Gerência,4,1125000.0,1,Apartamento alugado,35-50,Alto,93750.0
5026158,36,Ensino superior,Divorciado,1,Empregado,Contabilidade,10,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5026159,36,Ensino superior,Divorciado,1,Empregado,Contabilidade,10,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5026160,36,Ensino superior,Divorciado,1,Empregado,Contabilidade,10,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5026161,36,Ensino superior,Divorciado,1,Empregado,Contabilidade,10,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5026162,36,Ensino superior,Divorciado,1,Empregado,Contabilidade,10,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5028581,54,Ensino superior,Casado,2,Associado comercial,Gerência,1,540000.0,0,Casa/apartamento próprio,50 >,Alto,45000.0
5028582,54,Ensino superior,Casado,2,Associado comercial,Gerência,1,540000.0,0,Casa/apartamento próprio,50 >,Alto,45000.0
6759574,54,Ensino superior,Casado,2,Associado comercial,Gerência,1,540000.0,0,Casa/apartamento próprio,50 >,Alto,45000.0
5029051,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029052,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029053,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029054,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029056,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029057,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029058,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029059,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029060,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029061,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029062,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
6630229,36,Ensino superior,Casado,4,Associado comercial,Equipe principal,8,675000.0,1,Casa/apartamento próprio,35-50,Alto,56250.0
5029652,60,Ensino superior,Divorciado,1,Empregado,Contabilidade,4,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5029653,60,Ensino superior,Divorciado,1,Empregado,Contabilidade,4,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5029654,60,Ensino superior,Divorciado,1,Empregado,Contabilidade,4,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5029655,60,Ensino superior,Divorciado,1,Empregado,Contabilidade,4,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5029656,60,Ensino superior,Divorciado,1,Empregado,Contabilidade,4,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5029657,60,Ensino superior,Divorciado,1,Empregado,Contabilidade,4,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5029658,60,Ensino superior,Divorciado,1,Empregado,Contabilidade,4,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5029659,60,Ensino superior,Divorciado,1,Empregado,Contabilidade,4,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5029660,60,Ensino superior,Divorciado,1,Empregado,Contabilidade,4,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5029661,60,Ensino superior,Divorciado,1,Empregado,Contabilidade,4,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
6630780,60,Ensino superior,Divorciado,1,Empregado,Contabilidade,4,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
6630781,60,Ensino superior,Divorciado,1,Empregado,Contabilidade,4,630000.0,0,Casa/apartamento próprio,50 >,Alto,52500.0
5033538,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5033539,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
6196248,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
6196249,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
6196250,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
6196251,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
6196252,36,Ensino superior,Casado,5,Empregado,Construção Civil,4,540000.0,1,Casa/apartamento próprio,35-50,Alto,45000.0
5033677,52,Ensino superior,Casado,2,Empregado,Motorista,3,900000.0,1,Casa/apartamento próprio,50 >,Alto,75000.0
5836547,52,Ensino superior,Casado,2,Empregado,Motorista,3,900000.0,1,Casa/apartamento próprio,50 >,Alto,75000.0
5836548,52,Ensino superior,Casado,2,Empregado,Motorista,3,900000.0,1,Casa/apartamento próprio,50 >,Alto,75000.0
5836549,52,Ensino superior,Casado,2,Empregado,Motorista,3,900000.0,1,Casa/apartamento próprio,50 >,Alto,75000.0
5836551,52,Ensino superior,Casado,2,Empregado,Motorista,3,900000.0,1,Casa/apartamento próprio,50 >,Alto,75000.0
5033679,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
5033680,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
5409425,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
5409426,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
5409427,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
5409430,44,Ensino superior,Casado,2,Servidor público,Outro,19,517500.0,1,Casa/apartamento próprio,35-50,Alto,43125.0
